Vatten_ID,EU_CD,AdmUnit,WaterCategory,Region,Type,WB_name,RiverCatchmentSize,RiverSlope,LakeDepthCategory,LakeAlkalinity,LakeHumus,CoastDepthCategory,CoastStratification,CoastSalinity,CoastExposure,CoastResidenceTime,CoastSediment,CoastIceCover,LakeAltitude,AreaAgriculturePct,TPagricultureRefCond,Nutrient_loading,Organic_loading,Acidification,Harmful_substances,Hydrological_changes,Morphological_changes
WA71131871,SE690761-145990,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Märrån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71137951,SE691373-152282,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Flattjärnån,<100 km2,0.1-2 %,,,,,,,,,,,,0.078,0,No,No,No,Yes,Yes,Yes
WA71140039,SE637165-140844,Västerhavet,RW,Södra Sverige,1LM,Vedabäcken,<100 km2,0.1-2 %,,,,,,,,,,,,4.13,69,No,No,Yes,Yes,No,Yes
WA71144058,SE704463-140686,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Kaxån,<100 km2,0.1-2 %,,,,,,,,,,,,13.8,110,Yes,No,No,Yes,No,Yes
WA71153074,SE757210-160193,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Torneälven,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71157040,SE652200-130907,Västerhavet,RW,Södra Sverige,1SF,Upperudsälven,>1000 km2,<0.1 %,,,,,,,,,,,,3.39,0,No,No,No,Yes,No,Yes
WA71173529,SE755056-170517,Bottenviken,RW,Norra Sverige 200-800 m,3MM,Sevujoki,100-1000 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA71179936,SE684711-577779,Bottenhavet,RW,Norra Sverige <200 m,2LB,WA71179936,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71183425,SE688594-143897,Bottenhavet,RW,Norra Sverige 200-800 m,3LF,Linnan,<100 km2,<0.1 %,,,,,,,,,,,,0.059,0,No,No,Yes,Yes,No,No
WA71187725,SE735838-160056,Bottenviken,RW,Norra Sverige 200-800 m,3LF,Mattaureälven,<100 km2,<0.1 %,,,,,,,,,,,,0.02,0,No,No,No,Yes,Yes,Yes
WA71192654,SE632837-136358,Västerhavet,RW,Södra Sverige,1LM,Färgån (Jällunden-Tannsjön),<100 km2,0.1-2 %,,,,,,,,,,,,2.45,27,No,No,Yes,Yes,No,Yes
WA71193610,SE706098-144287,Bottenhavet,RW,Norra Sverige 200-800 m,3MM,Torån,100-1000 km2,0.1-2 %,,,,,,,,,,,,1.2,161,No,No,No,Yes,Yes,Yes
WA71200895,SE737998-174134,Bottenviken,RW,Norra Sverige <200 m,2SM,Råneälven,>1000 km2,0.1-2 %,,,,,,,,,,,,0.068,104,No,No,No,Yes,Yes,Yes
WA71204541,SE703211-159943,Bottenhavet,RW,Norra Sverige <200 m,2LM,Borgvattbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,1.17,180,No,No,No,Yes,No,Yes
WA71211300,SE727268-157300,Bottenviken,RW,Norra Sverige 200-800 m,3LM,WA71211300,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71223862,SE678408-144051,Bottenhavet,RW,Norra Sverige <200 m,2SF,Oreälven,>1000 km2,<0.1 %,,,,,,,,,,,,0.789,67,No,No,No,Yes,Yes,Yes
WA71224939,SE742979-183974,Bottenviken,RW,Norra Sverige <200 m,2LM,Kuittasjoki,<100 km2,0.1-2 %,,,,,,,,,,,,0.048,0,No,No,No,Yes,No,No
WA71244060,SE656905-162949,Norra Östersjön,RW,Södra Sverige,1LF,Tyresån-Norrån,<100 km2,<0.1 %,,,,,,,,,,,,5.62,74,Yes,No,No,Yes,No,Yes
WA71252648,SE678135-146892,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Stridbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,4.94,56,No,No,No,Yes,Yes,Yes
WA71259415,SE727671-170655,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Lillpiteälven,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA71270214,SE678176-137970,Bottenhavet,RW,Norra Sverige 200-800 m,3MM,Vanån,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.873,42,No,No,No,Yes,Yes,Yes
WA71271111,SE736612-155212,Bottenviken,RW,Norra Sverige 200-800 m,3LB,Illitj-Jåkkå,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA71286972,SE672412-139635,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Noret,<100 km2,0.1-2 %,,,,,,,,,,,,0.784,87,No,No,No,Yes,Yes,Yes
WA71291386,SE722346-145880,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Storbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71291806,SE707571-146085,Bottenhavet,RW,Norra Sverige 200-800 m,3SM,Ammersån,>1000 km2,0.1-2 %,,,,,,,,,,,,1.02,54,No,No,No,Yes,No,Yes
WA71293725,SE668350-157479,Norra Östersjön,RW,Södra Sverige,1LM,Åbyån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71316080,SE734579-150583,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Barasjåkkå,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71330571,SE703698-145804,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Örån,<100 km2,0.1-2 %,,,,,,,,,,,,2.49,136,No,No,No,Yes,No,Yes
WA71339891,SE718914-173539,Bottenviken,RW,Norra Sverige <200 m,2LM,Ängesbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,14.2,91,Yes,No,No,Yes,No,Yes
WA71341665,SE752485-180048,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Kärentöjoki,<100 km2,0.1-2 %,,,,,,,,,,,,0.356,0,No,No,No,Yes,Yes,Yes
WA71350012,SE691330-155557,Bottenhavet,RW,Norra Sverige <200 m,2LM,Rännöån & Myssjöån,<100 km2,0.1-2 %,,,,,,,,,,,,1.06,162,No,No,No,Yes,Yes,Yes
WA71353049,SE683889-158554,Bottenhavet,RW,Norra Sverige <200 m,2LM,WA71353049,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,No,No
WA71361531,SE676639-154804,Bottenhavet,RW,Norra Sverige <200 m,2LM,Döljebrobäcken,<100 km2,0.1-2 %,,,,,,,,,,,,3.42,91,No,No,No,Yes,Yes,Yes
WA71365194,SE740779-580643,Bottenviken,RW,Norra Sverige >800 m,4LM,Maranjåkkå,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71368521,SE685214-150437,Bottenhavet,RW,Norra Sverige <200 m,2MF,Skarpån,100-1000 km2,<0.1 %,,,,,,,,,,,,2.76,74,No,No,No,Yes,No,Yes
WA71371042,SE715996-169524,Bottenviken,RW,Norra Sverige 200-800 m,3MF,Sävarån,100-1000 km2,<0.1 %,,,,,,,,,,,,0.11,0,No,No,No,Yes,No,No
WA71373565,SE701563-148818,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,stamnbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71380087,SE654232-350374,Västerhavet,RW,Södra Sverige,1LM,Bäck från Flatsjön,<100 km2,0.1-2 %,,,,,,,,,,,,1.37,54,No,No,No,Yes,No,Yes
WA71385501,SE708038-168963,Bottenviken,RW,Norra Sverige <200 m,2LM,Lillbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,2.31,61,No,No,Yes,Yes,No,No
WA71391472,SE637559-130958,Västerhavet,RW,Södra Sverige,1MM,Slottsån (från Ö Öresjön till utlopp i Viskan),100-1000 km2,0.1-2 %,,,,,,,,,,,,8.55,102,No,No,Yes,Yes,Yes,Yes
WA71393532,SE735085-603679,Bottenviken,RW,Norra Sverige 200-800 m,3LF,WA71393532,<100 km2,<0.1 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71404443,SE686462-133339,Bottenhavet,RW,Norra Sverige 200-800 m,3SM,Dalälven,>1000 km2,0.1-2 %,,,,,,,,,,,,0.32,85,No,No,No,Yes,Yes,Yes
WA71416430,SE650294-145720,Södra Östersjön,RW,Södra Sverige,1LM,Hällestadsån (Bocksjön-Salstern),<100 km2,0.1-2 %,,,,,,,,,,,,6.38,43,No,No,No,Yes,No,Yes
WA71426040,SE667563-162520,Norra Östersjön,RW,Södra Sverige,1LM,WA71426040,<100 km2,0.1-2 %,,,,,,,,,,,,0.55,57,No,No,No,Yes,No,Yes
WA71426100,SE671392-156293,Bottenhavet,RW,Norra Sverige <200 m,2LF,Kungsbäcken,<100 km2,<0.1 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA71429930,SE706116-168504,Bottenhavet,RW,Norra Sverige <200 m,2LM,Göstabäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71449864,SE658716-137164,Västerhavet,RW,Södra Sverige,1LF,Klarälven - Kaplansfåran,<100 km2,<0.1 %,,,,,,,,,,,,1.97,0,No,No,No,Yes,Yes,Yes
WA71454290,SE720185-155415,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Olovsjöbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71455624,SE734278-152340,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Dellikälven,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71460314,SE650660-129877,Västerhavet,RW,Södra Sverige,1MM,Krokån - Kolåns inflöde till Örsjöns utlopp,100-1000 km2,0.1-2 %,,,,,,,,,,,,14.3,88,Yes,No,No,Yes,No,Yes
WA71464138,SE677126-135253,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Äran,<100 km2,0.1-2 %,,,,,,,,,,,,2.5,88,No,No,Yes,Yes,Yes,Yes
WA71477654,SE694970-140587,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Doveln,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,No,Yes
WA71482804,SE643353-131175,Västerhavet,RW,Södra Sverige,1MM,Säveån - Alingsås centrum till Vårgårda,100-1000 km2,0.1-2 %,,,,,,,,,,,,19,37,No,No,No,Yes,No,Yes
WA71486940,SE629452-136960,Västerhavet,RW,Södra Sverige,1SM,BOLMÅN: Torpaån - Kalfjorden,>1000 km2,0.1-2 %,,,,,,,,,,,,7.72,44,No,No,No,Yes,Yes,Yes
WA71490714,SE685131-133799,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Lemman,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA71502096,SE670527-144128,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,WA71502096,<100 km2,0.1-2 %,,,,,,,,,,,,0.138,34,No,No,No,Yes,Yes,Yes
WA71515037,SE713046-144913,Bottenhavet,RW,Norra Sverige 200-800 m,3MB,Svaningsån,100-1000 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71521769,SE695005-132630,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,WA71521769,<100 km2,>2 %,,,,,,,,,,,,0.143,86,No,No,No,Yes,No,Yes
WA71522190,SE733903-183146,Bottenviken,RW,Norra Sverige <200 m,2LM,Mullbergsbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71524141,SE734350-174301,Bottenviken,RW,Norra Sverige <200 m,2LB,WA71524141,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71525715,SE694568-151457,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Stumån,<100 km2,0.1-2 %,,,,,,,,,,,,0,95,No,No,No,Yes,Yes,Yes
WA71530880,SE647321-152447,Södra Östersjön,RW,Södra Sverige,1LF,Bäck fr. Härsberga - Östra Ryd,<100 km2,<0.1 %,,,,,,,,,,,,25.8,60,Yes,No,No,Yes,No,Yes
WA71544519,SE697312-133222,Bottenhavet,RW,Norra Sverige >800 m,4LM,Holmsjöån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71547997,SE631705-517396,Södra Östersjön,RW,Södra Sverige,1LM,WA71547997,<100 km2,0.1-2 %,,,,,,,,,,,,8.7,29,Yes,No,No,Yes,Yes,Yes
WA71548669,SE719833-146093,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Näsån,<100 km2,0.1-2 %,,,,,,,,,,,,0.009,86,No,No,No,Yes,No,No
WA71555377,SE708703-707217,Bottenviken,RW,Norra Sverige <200 m,2LB,Jon-Ersbäcken,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71560988,SE746784-170587,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Kuorasjoki,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71562137,SE718440-164683,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Sikbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.126,0,No,No,No,Yes,Yes,Yes
WA71574818,SE708119-159435,Bottenhavet,RW,Norra Sverige 200-800 m,3LF,Moälven,<100 km2,<0.1 %,,,,,,,,,,,,0.116,0,No,No,No,Yes,No,Yes
WA71580841,SE739731-152141,Bottenviken,RW,Norra Sverige 200-800 m,3LB,WA71580841,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71584444,SE737678-179717,Bottenviken,RW,Norra Sverige <200 m,2LM,WA71584444,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71589559,SE678401-146832,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Lömån,<100 km2,0.1-2 %,,,,,,,,,,,,0.531,55,No,No,No,Yes,No,Yes
WA71601058,SE640589-132179,Västerhavet,RW,Södra Sverige,1LM,Sandaredsån,<100 km2,0.1-2 %,,,,,,,,,,,,6.41,32,No,No,Yes,Yes,No,Yes
WA71604825,SE637987-148790,Södra Östersjön,RW,Södra Sverige,1LM,Nyemålaån: Linden - Ögeln,<100 km2,0.1-2 %,,,,,,,,,,,,4.07,41,No,No,Yes,Yes,Yes,Yes
WA71609641,SE662562-147944,Norra Östersjön,RW,Södra Sverige,1MF,Sverkestaån mellan Norrmogen och Sörmogen,100-1000 km2,<0.1 %,,,,,,,,,,,,3.94,68,No,No,No,Yes,Yes,Yes
WA71614323,SE716341-163700,Bottenviken,RW,Norra Sverige 200-800 m,3MM,Tannbäcken,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.267,100,No,No,No,Yes,Yes,Yes
WA71623676,SE719951-142314,Bottenhavet,RW,Norra Sverige 200-800 m,3MM,Faxälven,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.022,0,No,No,No,Yes,No,Yes
WA71627250,SE765978-168763,Bottenviken,RW,Norra Sverige 200-800 m,3LB,WA71627250,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71628861,SE731490-166431,Bottenviken,RW,Norra Sverige 200-800 m,3MM,Abmoälven,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.013,0,No,No,No,Yes,Yes,Yes
WA71630202,SE683270-133219,Bottenhavet,RW,Norra Sverige >800 m,4LM,Bergåa,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71633915,SE661864-135191,Västerhavet,RW,Södra Sverige,1LM,Tolitaälven,<100 km2,0.1-2 %,,,,,,,,,,,,30.6,72,Yes,No,No,Yes,Yes,Yes
WA71642474,SE731600-165259,Bottenviken,RW,Norra Sverige 200-800 m,3MF,Harrejaurbäcken,100-1000 km2,<0.1 %,,,,,,,,,,,,0.079,0,No,No,No,Yes,Yes,Yes
WA71651992,SE744378-170439,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Iso Kuolpajoki,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71659521,SE707207-165451,Bottenhavet,RW,Norra Sverige <200 m,2LM,Bladtjärnsbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.619,0,No,No,No,Yes,No,No
WA71665298,SE699144-162090,Bottenhavet,RW,Norra Sverige <200 m,2MF,Inviksån,100-1000 km2,<0.1 %,,,,,,,,,,,,3.89,73,No,No,No,Yes,Yes,Yes
WA71672914,SE716535-170014,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Tallån,<100 km2,0.1-2 %,,,,,,,,,,,,0.201,66,No,No,No,Yes,No,Yes
WA71676149,SE663666-140462,Västerhavet,RW,Södra Sverige,1LM,Sandsjöälven,<100 km2,0.1-2 %,,,,,,,,,,,,0.546,50,No,No,Yes,Yes,Yes,Yes
WA71677968,SE664203-142223,Västerhavet,RW,Södra Sverige,1SM,Svartälven mellan Flaxen och Örlingen,>1000 km2,0.1-2 %,,,,,,,,,,,,0.235,0,No,No,No,Yes,Yes,Yes
WA71695475,SE692988-152597,Bottenhavet,RW,Norra Sverige <200 m,2LM,Backbodbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,11.3,85,Yes,No,No,Yes,No,Yes
WA71699335,SE641372-131599,Västerhavet,RW,Södra Sverige,1LM,Nolån - uppströms Töllsjön,<100 km2,0.1-2 %,,,,,,,,,,,,6.29,49,No,No,Yes,Yes,No,Yes
WA71705404,SE753215-156754,Bottenviken,RW,Norra Sverige 200-800 m,3LB,Upmasjåkkå,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71709069,SE661985-133333,Västerhavet,RW,Södra Sverige,1LM,Vrångbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,10.9,50,No,No,No,Yes,No,Yes
WA71710865,SE651520-146007,Södra Östersjön,RW,Södra Sverige,1LM,Hättorpsån (Godegård),<100 km2,0.1-2 %,,,,,,,,,,,,3.76,32,No,No,No,Yes,No,Yes
WA71714294,SE703730-155397,Bottenhavet,RW,Norra Sverige <200 m,2SB,Ångermanälven,>1000 km2,>2 %,,,,,,,,,,,,0.353,66,No,No,No,Yes,Yes,Yes
WA71730775,SE719087-743834,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Karsbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.835,82,No,No,No,Yes,No,No
WA71743093,SE732401-151160,Bottenviken,RW,Norra Sverige 200-800 m,3MM,Karsbäcken,100-1000 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71744096,SE700392-133287,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Tjallingån,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,No,No
WA71746919,SE699932-162324,Bottenhavet,RW,Norra Sverige <200 m,2LB,Backeån,<100 km2,>2 %,,,,,,,,,,,,0.123,225,No,No,Yes,Yes,Yes,Yes
WA71752108,SE696375-160695,Bottenhavet,RW,Norra Sverige <200 m,2LM,WA71752108,<100 km2,0.1-2 %,,,,,,,,,,,,0.527,165,No,No,No,Yes,No,Yes
WA71754969,SE713913-175479,Bottenviken,RW,Norra Sverige <200 m,2MM,Hertsångersälven,100-1000 km2,0.1-2 %,,,,,,,,,,,,11.9,66,No,No,Yes,Yes,Yes,Yes
WA71759085,SE701036-163288,Bottenhavet,RW,Norra Sverige <200 m,2LM,WA71759085,<100 km2,0.1-2 %,,,,,,,,,,,,9.4,157,No,No,No,Yes,No,Yes
WA71764400,SE633814-134201,Västerhavet,RW,Södra Sverige,1LM,Bäckåsabäcken: Bolån - Örsjön,<100 km2,0.1-2 %,,,,,,,,,,,,2.69,39,No,No,Yes,Yes,No,Yes
WA71769565,SE748905-160769,Bottenviken,RW,Norra Sverige 200-800 m,3SB,Luleälven,>1000 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71781218,SE748286-178927,Bottenviken,RW,Norra Sverige <200 m,2MF,Tärendöälven,100-1000 km2,<0.1 %,,,,,,,,,,,,0.031,78,No,No,No,Yes,Yes,Yes
WA71783313,SE700263-144172,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Slandromsån,<100 km2,>2 %,,,,,,,,,,,,3.55,64,No,No,No,Yes,Yes,Yes
WA71783571,SE704029-147443,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Bodbäcken & Flakaflodbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,6.8,76,No,No,No,Yes,No,Yes
WA71799382,SE625896-146317,Södra Östersjön,RW,Södra Sverige,1LM,LILLÅN: Ronnebyån (Dämn. Omr.) - Kinnen,<100 km2,0.1-2 %,,,,,,,,,,,,5.78,35,No,No,Yes,Yes,No,No
WA71804862,SE667038-149267,Norra Östersjön,RW,Södra Sverige,1LM,Larsboån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,No,No
WA71806602,SE703077-164239,Bottenhavet,RW,Norra Sverige <200 m,2LM,Strömsån,<100 km2,0.1-2 %,,,,,,,,,,,,4.88,172,No,No,No,Yes,No,Yes
WA71815036,SE652209-558214,Norra Östersjön,RW,Södra Sverige,1LF,SE3,<100 km2,<0.1 %,,,,,,,,,,,,10.6,41,No,No,No,Yes,No,No
WA71845771,SE680043-141222,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Rävasslen,<100 km2,>2 %,,,,,,,,,,,,2.4,33,No,No,No,Yes,No,No
WA71855508,SE664686-139756,Västerhavet,RW,Södra Sverige,1LM,Timsälven,<100 km2,0.1-2 %,,,,,,,,,,,,0.005,64,No,No,Yes,Yes,Yes,Yes
WA71886063,SE706280-149711,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Gåsbäcken & Gåssjöbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71889349,SE695927-143201,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,WA71889349,<100 km2,0.1-2 %,,,,,,,,,,,,3.31,83,No,No,No,Yes,No,Yes
WA71891269,SE735309-155753,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Bieljaurjåkkå,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71893153,SE684592-154726,Bottenhavet,RW,Norra Sverige <200 m,2LM,Klubboån,<100 km2,0.1-2 %,,,,,,,,,,,,0.44,132,No,No,No,Yes,No,Yes
WA71894932,SE666366-153817,Bottenhavet,RW,Norra Sverige <200 m,2LM,Storån,<100 km2,0.1-2 %,,,,,,,,,,,,7.41,66,Yes,No,No,Yes,No,Yes
WA71897417,SE694259-160044,Bottenhavet,RW,Norra Sverige <200 m,2LM,Byån,<100 km2,0.1-2 %,,,,,,,,,,,,4.38,75,No,No,No,Yes,No,Yes
WA71898304,SE719616-144998,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,WA71898304,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71904346,SE709595-141594,Bottenhavet,RW,Norra Sverige 200-800 m,3MB,Lockringsån,100-1000 km2,>2 %,,,,,,,,,,,,0.015,0,No,No,Yes,Yes,Yes,Yes
WA71905263,SE693650-159825,Bottenhavet,RW,Norra Sverige <200 m,2LM,Norrån,<100 km2,0.1-2 %,,,,,,,,,,,,2.39,52,No,No,No,Yes,Yes,Yes
WA71914522,SE631516-134954,Västerhavet,RW,Södra Sverige,1M-,Färgån (St Färgen-Mellanfärgen),100-1000 km2,,,,,,,,,,,,,3.31,37,No,No,Yes,Yes,Yes,Yes
WA71928218,SE758583-178194,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Jiellasjoki,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71930683,SE634710-144997,Södra Östersjön,RW,Södra Sverige,1LM,Ramkvillaån,<100 km2,0.1-2 %,,,,,,,,,,,,9.76,58,No,No,Yes,Yes,Yes,Yes
WA71932390,SE687143-132418,Bottenhavet,RW,Norra Sverige 200-800 m,3MM,Guttan,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.246,0,No,No,No,Yes,Yes,Yes
WA71936076,SE680999-138286,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Bliksån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA71936431,SE733704-165344,Bottenviken,RW,Norra Sverige 200-800 m,3MM,Varjisån,100-1000 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71942024,SE706717-164831,Bottenhavet,RW,Norra Sverige <200 m,2LM,Bäckraningsbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71958007,SE674825-139252,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Norbergsvallen,<100 km2,0.1-2 %,,,,,,,,,,,,0.017,20,No,No,No,Yes,No,No
WA71963217,SE672216-156029,Bottenhavet,RW,Norra Sverige <200 m,2SM,Gavleån,>1000 km2,0.1-2 %,,,,,,,,,,,,4.99,0,Yes,No,No,Yes,Yes,Yes
WA71980174,SE667495-152760,Bottenhavet,RW,Norra Sverige <200 m,2MF,Forsån,100-1000 km2,<0.1 %,,,,,,,,,,,,8.12,82,Yes,No,No,Yes,Yes,Yes
WA71984252,SE675342-157203,Bottenhavet,RW,Norra Sverige <200 m,2LF,WA71984252,<100 km2,<0.1 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71989383,SE727231-161936,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Spjutträskbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA71994631,SE667557-139001,Västerhavet,RW,Norra Sverige 200-800 m,3MM,Uvån nedströms Naren,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.135,0,No,No,No,Yes,Yes,Yes
WA72010899,SE624290-150943,Södra Östersjön,RW,Södra Sverige,1LM,Brömsebäck,<100 km2,0.1-2 %,,,,,,,,,,,,17.3,28,No,No,No,Yes,No,No
WA72012981,SE705126-162397,Bottenhavet,RW,Norra Sverige <200 m,2LM,Hummelbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA72014440,SE702252-142203,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,WA72014440,<100 km2,0.1-2 %,,,,,,,,,,,,9.87,84,Yes,No,No,Yes,No,Yes
WA72016333,SE651190-148507,Södra Östersjön,RW,Södra Sverige,1MM,Hällestadsån (Borggård),100-1000 km2,0.1-2 %,,,,,,,,,,,,12.4,108,No,No,No,Yes,No,Yes
WA72031696,SE627342-135652,Västerhavet,RW,Södra Sverige,1MM,VÄNNEÅN: Lagan - Vännesjö,100-1000 km2,0.1-2 %,,,,,,,,,,,,7.61,32,No,No,Yes,Yes,Yes,Yes
WA72035397,SE702098-152245,Bottenhavet,RW,Norra Sverige 200-800 m,3MM,Lillån,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.159,0,No,No,No,Yes,Yes,Yes
WA72047220,SE733349-187307,Bottenviken,RW,Norra Sverige <200 m,2LM,Vuononoja,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA72050044,SE651860-151709,Norra Östersjön,RW,Södra Sverige,1LM,Magnehulteån,<100 km2,0.1-2 %,,,,,,,,,,,,1.44,44,No,No,No,Yes,No,Yes
