Vatten_ID,EU_CD,County,County_no
WA73871355,SE733286-165249,Norrbotten,25
WA73878901,SE698199-158550,Västernorrland,22
WA73880149,SE747633-152218,Norrbotten,25
WA73908869,SE699494-138008,Jämtland,23
WA73911374,SE635076-142186,Jönköping,06
WA73912097,SE707677-135948,Jämtland,23
WA73920299,SE685383-157254,Gävleborg,21
WA73924965,SE696113-147388,Jämtland,23
WA73934127,SE745439-167876,Norrbotten,25
WA73947340,SE709575-136262,Jämtland,23
WA74003587,SE756551-171691,Norrbotten,25
WA74004325,SE731581-144768,Västerbotten,24
WA74004548,SE712310-146372,Jämtland,23
WA74007292,SE755543-181125,Norrbotten,25
WA74027293,SE699612-147915,Jämtland,23
WA74032746,SE632361-151857,Kalmar,08
WA74038737,SE730980-148485,Västerbotten,24
WA74046953,SE691174-157065,Västernorrland,22
WA74049024,SE710789-150513,Jämtland,23
WA74057204,SE738166-170141,Norrbotten,25
WA74074314,SE727018-154718,Västerbotten,24
WA74074533,SE730050-146627,Västerbotten,24
WA74091058,SE716069-163931,Västerbotten,24
WA74113546,SE755374-170150,Norrbotten,25
WA74197096,SE171-1004-L,Norrbotten,25
WA74211368,SE702025-140245,Jämtland,23
WA74214071,SE641405-144279,Jönköping,06
WA74225152,SE640292-129933,Västra Götaland,14
WA74248728,SE705329-164429,Västernorrland,22
WA74251385,SE747861-166772,Norrbotten,25
WA74251478,SE640421-128188,Västra Götaland,14
WA74296073,SE742420-164211,Norrbotten,25
WA74314094,SE751044-169292,Norrbotten,25
WA74318145,SE698084-144139,Jämtland,23
WA74327350,SE630732-135868,Halland,13
WA74344671,SE726380-150241,Västerbotten,24
WA74359125,SE731697-166465,Norrbotten,25
WA74374438,SE627451-138444,Kronoberg,07
WA74385442,SE743475-167467,Norrbotten,25
WA74427168,SE732273-164263,Norrbotten,25
WA74428069,SE732355-180555,Norrbotten,25
WA74435913,SE669564-161462,Uppsala,03
WA74441266,SE690471-134161,Jämtland,23
WA74445855,SE656470-132005,Värmland,17
WA74445855,SE656470-132005,Västra Götaland,14
WA74453089,SE655562-156992,Södermanland,04
WA74468042,SE651623-149896,Östergötland,05
WA74476022,SE647213-150153,Östergötland,05
WA74485033,SE684779-135346,Dalarna,20
WA74491909,SE687843-144837,Jämtland,23
WA74495537,SE710004-172451,Västerbotten,24
WA74499198,SE641520-142252,Jönköping,06
WA74518235,SE676724-140168,Dalarna,20
WA74527256,SE729525-179669,Norrbotten,25
WA74534670,SE666543-364291,Värmland,17
WA74608695,SE640750-138363,Jönköping,06
WA74625705,SE684601-151412,Gävleborg,21
WA74638636,SE715951-145914,Jämtland,23
WA74653093,SE734062-147884,Västerbotten,24
WA74670286,SE640333-141495,Kalmar,08
WA74681835,SE687276-156822,Gävleborg,21
WA74696902,SE717113-145468,Jämtland,23
WA74714905,SE728513-160557,Norrbotten,25
WA74715492,SE706839-164969,Västernorrland,22
WA74733355,SE719165-172275,Västerbotten,24
WA74733464,SE717712-167715,Västerbotten,24
WA74734813,SE661507-135003,Värmland,17
WA74765664,SE724260-148805,Västerbotten,24
WA74772581,SE670931-141936,Dalarna,20
WA74776629,SE661998-150929,Västmanland,19
WA74782001,SE738194-151287,Norrbotten,25
WA74807273,SE706940-150008,Jämtland,23
WA74822439,SE702328-164071,Västernorrland,22
WA74832694,SE760276-160273,Norrbotten,25
WA74835263,SE728242-146309,Västerbotten,24
WA74876401,SE696587-159740,Västernorrland,22
WA74880854,SE628222-144212,Kronoberg,07
WA74883697,SE715301-153216,Västerbotten,24
WA74894963,SE754630-176810,Norrbotten,25
WA74911887,SE755763-164917,Norrbotten,25
WA74922661,SE757061-175868,Norrbotten,25
WA74924380,SE710824-138766,Jämtland,23
WA74955668,SE673086-137379,Dalarna,20
WA74960908,SE643223-147790,Östergötland,05
WA74965436,SE748590-168105,Norrbotten,25
WA74972180,SE686229-143254,Jämtland,23
WA74986198,SE657245-160890,Stockholm,01
WA75005281,SE644938-150825,Östergötland,05
WA75025880,SE749354-172252,Norrbotten,25
WA75028989,SE644096-154024,Östergötland,05
WA75028989,SE644096-154024,Kalmar,08
WA75037571,SE682849-153525,Gävleborg,21
WA75045253,SE636632-136782,Jönköping,06
WA75108813,SE638770-130088,Västra Götaland,14
WA75113509,SE652897-154739,Södermanland,04
WA75130374,SE661516-546202,Västmanland,19
WA75131376,SE635030-135088,Jönköping,06
WA75176912,SE735457-184617,Norrbotten,25
WA75193064,SE695883-144990,Jämtland,23
WA75193212,SE637769-149284,Kalmar,08
WA75193212,SE637769-149284,Jönköping,06
WA75199203,SE763946-170822,Norrbotten,25
WA75219314,SE641007-168425,Gotland,09
WA75232280,SE634076-142599,Jönköping,06
WA75232280,SE634076-142599,Kronoberg,07
WA75236496,SE726286-153279,Västerbotten,24
WA75241387,SE698927-157118,Västernorrland,22
WA75245214,SE711765-144607,Jämtland,23
WA75260251,SE698054-134082,Jämtland,23
WA75261932,SE750365-179231,Norrbotten,25
WA75279226,SE734427-168882,Norrbotten,25
WA75281262,SE701609-155083,Västernorrland,22
WA75296377,SE745263-160313,Norrbotten,25
WA75316899,SE661866-130674,Värmland,17
WA75343948,SE665302-138478,Värmland,17
WA75357069,SE632515-146675,Kronoberg,07
WA75357381,SE626406-145882,Kronoberg,07
WA75378340,SE656029-162034,Stockholm,01
WA75419120,SE736829-169797,Norrbotten,25
WA75449417,SE640364-129240,Västra Götaland,14
WA75458014,SE695254-151683,Västernorrland,22
WA75458330,SE657479-165180,Stockholm,01
WA75460639,SE656188-128168,Västra Götaland,14
WA75462064,SE689165-152291,Gävleborg,21
WA75499641,SE662351-140731,Västra Götaland,14
WA75502797,SE701528-145857,Jämtland,23
WA75514927,SE672991-152161,Dalarna,20
WA75528175,SE658790-142151,Örebro,18
WA75528175,SE658790-142151,Värmland,17
WA75544927,SE748256-170610,Norrbotten,25
WA75555531,SE668221-150358,Dalarna,20
WA75570657,SE703627-164019,Västernorrland,22
WA75572756,SE626855-141154,Kronoberg,07
WA75579541,SE727561-173522,Norrbotten,25
WA75581138,SE653790-152445,Södermanland,04
WA75582907,SE691079-136717,Jämtland,23
WA75607728,SE670115-154602,Gävleborg,21
WA75610129,SE670489-151307,Dalarna,20
WA75620455,SE633606-149074,Kalmar,08
WA75633562,SE689267-151366,Gävleborg,21
WA75639592,SE699202-153040,Jämtland,23
WA75653527,SE722667-149571,Västerbotten,24
WA75657218,SE698396-157716,Västernorrland,22
WA75668440,SE716905-144820,Jämtland,23
WA75730315,SE683377-153277,Gävleborg,21
WA75730676,SE655344-133125,Värmland,17
WA75793008,SE738352-161894,Norrbotten,25
WA75805906,SE701132-157805,Västernorrland,22
WA75838164,SE671520-150582,Dalarna,20
WA75844167,SE685535-132052,Dalarna,20
WA75852261,SE636784-152980,Kalmar,08
WA75853691,SE703934-159052,Västernorrland,22
WA75870321,SE729781-170822,Norrbotten,25
WA75876473,SE685674-145314,Jämtland,23
WA75876473,SE685674-145314,Gävleborg,21
WA75877487,SE735334-153714,Norrbotten,25
WA75890084,SE726289-159272,Västerbotten,24
WA75890534,SE697652-152156,Jämtland,23
WA75921586,SE714480-143965,Jämtland,23
WA75922881,SE670396-133900,Värmland,17
WA75924131,SE740885-156185,Norrbotten,25
WA75927035,SE725519-147088,Västerbotten,24
WA75932919,SE706773-159695,Västernorrland,22
WA75937598,SE712602-165775,Västerbotten,24
WA75950077,SE640923-145019,Jönköping,06
WA75957652,SE744747-156309,Norrbotten,25
WA75971893,SE728503-151947,Västerbotten,24
WA75975351,SE729618-168797,Norrbotten,25
WA75978704,SE658042-510515,Örebro,18
WA75983696,SE686551-145850,Jämtland,23
WA75992180,SE721436-144074,Jämtland,23
WA75998819,SE717339-144015,Jämtland,23
WA75998891,SE684935-132543,Dalarna,20
WA75999644,SE663823-142444,Värmland,17
WA75999644,SE663823-142444,Örebro,18
WA76009933,SE732806-180052,Norrbotten,25
WA76012026,SE718825-169667,Västerbotten,24
WA76012444,SE680551-150601,Gävleborg,21
WA76038879,SE758861-176872,Norrbotten,25
WA76039471,SE660520-135820,Värmland,17
WA76066399,SE727556-172807,Norrbotten,25
WA76071761,SE688683-145712,Jämtland,23
WA76077022,SE654781-129551,Västra Götaland,14
WA76102613,SE731825-173260,Norrbotten,25
WA76112196,SE666361-137043,Värmland,17
WA76149559,SE725541-148223,Västerbotten,24
WA76163732,SE691261-134753,Jämtland,23
WA76165383,SE705242-164366,Västernorrland,22
WA76171409,SE674298-141447,Dalarna,20
WA76194744,SE709363-164569,Västerbotten,24
WA76199057,SE673719-136419,Dalarna,20
WA76219289,SE646193-153842,Östergötland,05
WA76221234,SE652338-149456,Östergötland,05
WA76232028,SE737167-174153,Norrbotten,25
WA76243791,SE696168-152233,Jämtland,23
WA76245966,SE711596-146461,Jämtland,23
WA76247208,SE698568-161352,Västernorrland,22
WA76302135,SE652903-159277,Södermanland,04
WA76304021,SE698546-155935,Västernorrland,22
WA76309350,SE688728-150144,Gävleborg,21
WA76335199,SE704654-148777,Jämtland,23
WA76340810,SE749339-158240,Norrbotten,25
WA76346182,SE712683-153304,Västerbotten,24
WA76346365,SE716915-143630,Jämtland,23
WA76356714,SE703504-132607,Jämtland,23
WA76379163,SE629771-144547,Kronoberg,07
WA76386346,SE725937-161377,Västerbotten,24
WA76391379,SE700381-148382,Jämtland,23
WA76399703,SE663277-130387,Värmland,17
WA76409995,SE661027-138298,Värmland,17
WA76429796,SE709345-165372,Västerbotten,24
WA76440690,SE698738-147249,Jämtland,23
WA76441130,SE660456-140988,Värmland,17
WA76483751,SE711348-158270,Västerbotten,24
WA76499819,SE748519-176125,Norrbotten,25
WA76500089,SE722794-150684,Västerbotten,24
WA76565069,SE677574-133607,Dalarna,20
WA76570509,SE695206-150450,Västernorrland,22
WA76574251,SE753741-717558,Norrbotten,25
WA76582247,SE706299-156631,Västernorrland,22
WA76587514,SE734774-164162,Norrbotten,25
WA76592773,SE696987-159024,Västernorrland,22
WA76596751,SE685375-131206,Dalarna,20
WA76604199,SE702104-140376,Jämtland,23
WA76628012,SE631978-144393,Kronoberg,07
WA76629643,SE741315-151380,Norrbotten,25
WA76670866,SE752217-180368,Norrbotten,25
WA76676116,SE633220-130495,Halland,13
WA76678698,SE711806-159356,Västerbotten,24
WA76689920,SE655256-159164,Stockholm,01
WA76716969,SE717804-147209,Jämtland,23
WA76721656,SE729773-150703,Västerbotten,24
WA76726322,SE667639-135045,Värmland,17
WA76728664,SE727511-171546,Norrbotten,25
WA76730082,SE751745-162920,Norrbotten,25
WA76740600,SE698039-148250,Jämtland,23
WA76758226,SE715297-145918,Jämtland,23
WA76777770,SE698978-148632,Jämtland,23
WA76783471,SE637345-153515,Kalmar,08
WA76805872,SE664697-140625,Värmland,17
WA76822640,SE691746-133755,Jämtland,23
WA76827300,SE732200-156320,Norrbotten,25
WA76828923,SE711554-159143,Västerbotten,24
WA76832340,SE661239-143394,Örebro,18
WA76834399,SE701385-139436,Jämtland,23
WA76836534,SE696633-159379,Västernorrland,22
WA76836806,SE756951-176866,Norrbotten,25
WA76840312,SE714065-145003,Jämtland,23
WA76897453,SE730519-157151,Norrbotten,25
WA76903097,SE629148-143516,Kronoberg,07
WA76903533,SE753946-159565,Norrbotten,25
WA76905214,SE643101-169753,Gotland,09
WA76915664,SE673266-148100,Dalarna,20
WA76936527,SE699905-144261,Jämtland,23
WA76974264,SE688923-138003,Jämtland,23
WA77011009,SE720480-175337,Västerbotten,24
WA77032152,SE752914-166849,Norrbotten,25
WA77041743,SE721988-151346,Västerbotten,24
WA77051410,SE715531-158644,Västerbotten,24
WA77065951,SE655407-132270,Västra Götaland,14
WA77066604,SE632966-143377,Kronoberg,07
WA77080578,SE653974-137560,Värmland,17
WA77080578,SE653974-137560,Västra Götaland,14
WA77094288,SE657334-145677,Örebro,18
WA77098327,SE681643-137781,Dalarna,20
WA77099913,SE685425-157801,Gävleborg,21
WA77106128,SE712042-161303,Västerbotten,24
WA77124434,SE700647-146939,Jämtland,23
WA77146662,SE733808-147465,Västerbotten,24
WA77151314,SE738681-168003,Norrbotten,25
WA77157262,SE660124-156481,Uppsala,03
WA77157262,SE660124-156481,Södermanland,04
WA77157262,SE660124-156481,Västmanland,19
WA77182299,SE726792-144724,Västerbotten,24
WA77214261,SE648677-141864,Kalmar,08
WA77219007,SE678352-146393,Dalarna,20
WA77220921,SE670047-162237,Uppsala,03
WA77232089,SE719229-166880,Västerbotten,24
WA77250762,SE711053-153259,Jämtland,23
WA77251653,SE661084-165433,Stockholm,01
WA77254470,SE706212-139265,Jämtland,23
WA77276727,SE716876-144120,Jämtland,23
WA77283668,SE656515-164330,Västmanland,19
WA77289698,SE671710-158979,Uppsala,03
WA77302889,SE738515-150960,Norrbotten,25
WA77318092,SE640368-150970,Kalmar,08
WA77332487,SE701505-148985,Jämtland,23
WA77340990,SE741091-157907,Norrbotten,25
WA77345833,SE691553-152324,Västernorrland,22
WA77365815,SE718258-143255,Jämtland,23
WA77383713,SE639408-129885,Västra Götaland,14
WA77392823,SE666103-150613,Västmanland,19
WA77402451,SE717042-162763,Västerbotten,24
WA77411031,SE634965-132822,Jönköping,06
WA77419233,SE655057-127267,Västra Götaland,14
WA77423614,SE732207-160993,Norrbotten,25
WA77432076,SE735528-183898,Norrbotten,25
WA77439620,SE718794-173714,Västerbotten,24
WA77440914,SE698525-131448,Jämtland,23
WA77458928,SE696984-150649,Jämtland,23
WA77464140,SE666009-139182,Värmland,17
WA77472922,SE668881-152393,Dalarna,20
WA77485759,SE702308-132876,Jämtland,23
WA77486721,SE630069-147647,Kronoberg,07
WA77487786,SE677624-152511,Gävleborg,21
WA77488498,SE629077-146553,Kronoberg,07
WA77497768,SE715360-145316,Jämtland,23
WA77506347,SE639722-152504,Kalmar,08
WA77507086,SE734288-157033,Norrbotten,25
WA77515628,SE735818-154796,Norrbotten,25
WA77523291,SE745732-171251,Norrbotten,25
WA77523838,SE678964-153762,Gävleborg,21
WA77533908,SE685329-143202,Jämtland,23
WA77547660,SE693904-158868,Västernorrland,22
WA77555579,SE675663-152609,Gävleborg,21
WA77570347,SE719840-145064,Jämtland,23
WA77574592,SE698456-152055,Jämtland,23
WA77578915,SE702496-141704,Jämtland,23
WA77591315,SE637433-154830,Kalmar,08
WA77594934,SE749007-163123,Norrbotten,25
WA77595969,SE739834-177564,Norrbotten,25
WA77599135,SE755872-168765,Norrbotten,25
WA77601454,SE647748-127840,Västra Götaland,14
WA77610344,SE647411-144338,Östergötland,05
WA77616309,SE694774-158987,Västernorrland,22
WA77623672,SE685700-144513,Jämtland,23
WA77623672,SE685700-144513,Gävleborg,21
WA77625065,SE686482-157588,Gävleborg,21
WA77633735,SE693590-146230,Västernorrland,22
WA77637978,SE639635-137710,Jönköping,06
WA77637978,SE639635-137710,Västra Götaland,14
WA77638915,SE725834-151154,Västerbotten,24
WA77644928,SE726080-165992,Norrbotten,25
WA77652360,SE711209-154903,Västerbotten,24
WA77683492,SE656046-130394,Västra Götaland,14
WA77685234,SE656612-132996,Värmland,17
WA77689910,SE710306-145981,Jämtland,23
WA77693862,SE673005-148181,Dalarna,20
WA77699874,SE717870-171521,Västerbotten,24
WA77701326,SE723609-158153,Västerbotten,24
WA77709252,SE649438-125880,Västra Götaland,14
WA77714544,SE666073-141352,Värmland,17
WA77714544,SE666073-141352,Dalarna,20
WA77714627,SE716024-145868,Jämtland,23
WA77718172,SE662954-129184,Värmland,17
WA77731595,SE726047-170650,Norrbotten,25
WA77734395,SE761041-169722,Norrbotten,25
WA77760630,SE656742-129568,Västra Götaland,14
WA77760630,SE656742-129568,Värmland,17
WA77762668,SE703055-159335,Västernorrland,22
WA77770833,SE695220-150205,Västernorrland,22
WA77803873,SE738883-152001,Norrbotten,25
WA77824902,SE640968-149647,Östergötland,05
WA77828485,SE707669-170020,Västerbotten,24
WA77839842,SE755609-167378,Norrbotten,25
WA77847215,SE637886-128777,Halland,13
WA77847215,SE637886-128777,Västra Götaland,14
WA77852156,SE710236-397337,Jämtland,23
WA77865966,SE682527-153073,Gävleborg,21
WA77868603,SE712191-144346,Jämtland,23
WA77889623,SE719344-148492,Västerbotten,24
WA77903692,SE746635-167444,Norrbotten,25
WA77914119,SE716435-144463,Jämtland,23
WA77915331,SE623596-144136,Blekinge,10
WA77930103,SE661378-130063,Värmland,17
WA77935742,SE630069-140009,Jönköping,06
WA77942478,SE729804-174498,Norrbotten,25
WA77946850,SE732726-160167,Norrbotten,25
WA77950873,SE714536-145335,Jämtland,23
WA77982812,SE706134-165781,Västernorrland,22
WA77984118,SE667354-152771,Dalarna,20
WA77987241,SE721145-174409,Västerbotten,24
WA77999134,SE715735-169768,Västerbotten,24
WA77999941,SE695059-147525,Jämtland,23
WA78000998,SE655284-161919,Stockholm,01
WA78011372,SE671951-142156,Dalarna,20
WA78034867,SE715530-155936,Västerbotten,24
WA78055925,SE734621-185164,Norrbotten,25
WA78069401,SE693906-136253,Jämtland,23
WA78077712,SE703640-150699,Jämtland,23
WA78085465,SE692172-133547,Jämtland,23
WA78107354,SE716168-173976,Västerbotten,24
WA78113874,SE708388-138278,Jämtland,23
WA78134279,SE681504-138389,Dalarna,20
WA78141322,SE679148-153366,Gävleborg,21
WA78142547,SE663672-146381,Örebro,18
WA78163495,SE723272-148095,Västerbotten,24
WA78174619,SE669257-148262,Dalarna,20
WA78187358,SE714728-155837,Västerbotten,24
WA78190394,SE638925-143297,Jönköping,06
WA78209005,SE656749-127081,Västra Götaland,14
WA78224202,SE674350-139682,Dalarna,20
WA78225094,SE710900-158190,Västerbotten,24
WA78284700,SE664445-164905,Örebro,18
WA78313025,SE695127-150290,Västernorrland,22
WA78322105,SE713080-171645,Västerbotten,24
WA78329262,SE710013-162486,Västernorrland,22
WA78338221,SE750327-172081,Norrbotten,25
WA78374524,SE698050-158674,Västernorrland,22
WA78383270,SE720065-144344,Jämtland,23
WA78388893,SE688836-145775,Jämtland,23
WA78404177,SE717975-175523,Västerbotten,24
WA78407139,SE712565-145151,Jämtland,23
WA78409765,SE634771-152976,Kalmar,08
WA78422763,SE707165-167082,Västerbotten,24
WA78429582,SE733545-178748,Norrbotten,25
WA78462680,SE626289-145811,Kronoberg,07
WA78479214,SE693546-155184,Västernorrland,22
WA78510341,SE632371-147279,Kronoberg,07
WA78514543,SE741454-171156,Norrbotten,25
WA78526776,SE719562-163102,Västerbotten,24
WA78543264,SE662445-133391,Värmland,17
WA78550568,SE678381-146932,Dalarna,20
WA78559932,SE727178-155880,Västerbotten,24
WA78561623,SE709248-162803,Västernorrland,22
WA78564414,SE716713-144276,Jämtland,23
WA78595993,SE691653-132788,Jämtland,23
WA78599786,SE671806-142356,Dalarna,20
WA78603841,SE665309-146190,Örebro,18
WA78610082,SE719071-160599,Västerbotten,24
WA78611881,SE696116-154833,Västernorrland,22
WA78621872,SE703350-165320,Västernorrland,22
WA78631969,SE710255-138936,Jämtland,23
WA78637600,SE634730-142429,Jönköping,06
WA78655856,SE688238-134367,Dalarna,20
WA78663728,SE667260-155858,Uppsala,03
WA78665362,SE693812-157618,Västernorrland,22
WA78714170,SE695802-146615,Jämtland,23
WA78718779,SE697635-145717,Jämtland,23
WA78719938,SE744855-155425,Norrbotten,25
WA78725765,SE690618-155477,Västernorrland,22
WA78736575,SE730257-153052,Västerbotten,24
WA78800046,SE636055-147524,Jönköping,06
WA78818357,SE695589-152244,Jämtland,23
WA78822434,SE723132-145486,Västerbotten,24
WA78860358,SE741442-152912,Norrbotten,25
WA78863178,SE740068-155356,Norrbotten,25
WA78871442,SE699225-152346,Jämtland,23
WA78888616,SE667493-134373,Värmland,17
WA78930528,SE691318-151397,Västernorrland,22
WA78940034,SE729914-174907,Norrbotten,25
WA78949105,SE701756-163633,Västernorrland,22
WA78973103,SE742622-155222,Norrbotten,25
WA78986842,SE752427-180607,Norrbotten,25
WA79059906,SE690530-157872,Västernorrland,22
WA79096147,SE687058-157146,Gävleborg,21
WA79098900,SE673981-156335,Gävleborg,21
WA79108810,SE740433-159703,Norrbotten,25
WA79110182,SE665117-139977,Värmland,17
WA79116618,SE719951-144312,Jämtland,23
WA79145496,SE712661-145673,Jämtland,23
WA79155876,SE704522-168150,Västerbotten,24
WA79162525,SE680876-146389,Dalarna,20
WA79165812,SE708513-144712,Jämtland,23
WA79179353,SE659834-140748,Värmland,17
WA79202666,SE706471-151967,Jämtland,23
WA79215605,SE683307-153332,Gävleborg,21
WA79222196,SE750847-172820,Norrbotten,25
WA79227528,SE655187-158633,Södermanland,04
WA79228348,SE713804-151867,Västerbotten,24
WA79244152,SE696536-144820,Jämtland,23
WA79244233,SE695617-159961,Västernorrland,22
WA79262932,SE708619-162132,Västernorrland,22
WA79268537,SE759250-167458,Norrbotten,25
WA79275687,SE711074-164305,Västerbotten,24
WA79279390,SE703847-164859,Västernorrland,22
WA79284458,SE746997-167753,Norrbotten,25
WA79285475,SE698618-144022,Jämtland,23
WA79295839,SE684410-158337,Gävleborg,21
WA79314620,SE701420-161235,Västernorrland,22
WA79318009,SE723054-143323,Västerbotten,24
WA79329493,SE742815-163159,Norrbotten,25
WA79337218,SE746309-182773,Norrbotten,25
WA79360386,SE734923-162177,Norrbotten,25
WA79369249,SE714307-146754,Jämtland,23
WA79406360,SE682525-153240,Gävleborg,21
WA79409742,SE676660-137941,Dalarna,20
WA79413164,SE692466-152935,Västernorrland,22
WA79453837,SE724719-152448,Västerbotten,24
WA79501643,SE697712-155833,Västernorrland,22
WA79504113,SE692545-156384,Västernorrland,22
WA79512516,SE692181-152570,Västernorrland,22
WA79517516,SE703810-163138,Västernorrland,22
WA79525853,SE708301-153082,Jämtland,23
WA79554226,SE699591-153993,Jämtland,23
WA79554873,SE671734-144356,Dalarna,20
WA79560671,SE670180-152235,Dalarna,20
WA79601048,SE688659-157806,Gävleborg,21
WA79603198,SE748927-174001,Norrbotten,25
WA79605836,SE683282-145396,Gävleborg,21
WA79613192,SE631317-150207,Kalmar,08
WA79613192,SE631317-150207,Kronoberg,07
WA79614865,SE683933-156275,Gävleborg,21
WA79647243,SE685489-143883,Gävleborg,21
WA79669034,SE656018-162772,Stockholm,01
WA79706606,SE696747-149526,Jämtland,23
WA79709780,SE660520-145622,Örebro,18
WA79717377,SE685294-143253,Jämtland,23
WA79717377,SE685294-143253,Gävleborg,21
WA79730944,SE710399-159797,Västerbotten,24
WA79743530,SE674792-154889,Gävleborg,21
WA79748169,SE727359-176065,Norrbotten,25
WA79758006,SE718518-145612,Jämtland,23
WA79774405,SE722155-158143,Västerbotten,24
WA79782144,SE662994-151936,Västmanland,19
WA79785953,SE709711-143570,Jämtland,23
WA79787946,SE700383-147160,Jämtland,23
WA79793267,SE717779-172319,Västerbotten,24
WA79815447,SE735408-161576,Norrbotten,25
WA79829200,SE733951-155292,Norrbotten,25
WA79855599,SE734602-160719,Norrbotten,25
WA79856145,SE684682-156882,Gävleborg,21
WA79861306,SE722414-152909,Västerbotten,24
WA79861858,SE744815-167640,Norrbotten,25
WA79875961,SE719648-162119,Västerbotten,24
WA79888052,SE708960-164623,Västerbotten,24
WA79920765,SE649436-138900,Västra Götaland,14
WA79921026,SE664197-149337,Västmanland,19
WA79933232,SE718102-145313,Jämtland,23
WA79934014,SE704415-162840,Västernorrland,22
WA79986008,SE663431-130341,Värmland,17
WA79987337,SE755349-156867,Norrbotten,25
WA80028454,SE677917-154609,Gävleborg,21
WA80035933,SE708824-166421,Västerbotten,24
WA80053840,SE718564-169199,Västerbotten,24
WA80085259,SE762889-168421,Norrbotten,25
WA80086203,SE649686-151617,Östergötland,05
WA80092613,SE699811-148398,Jämtland,23
WA80096922,SE694049-160338,Västernorrland,22
WA80109341,SE745090-170035,Norrbotten,25
WA80112215,SE695445-148194,Jämtland,23
WA80118221,SE729897-164126,Norrbotten,25
WA80131809,SE626297-146882,Kronoberg,07
WA80145215,SE731190-169831,Norrbotten,25
WA80150003,SE715094-148234,Jämtland,23
WA80170721,SE695371-150620,Västernorrland,22
WA80188435,SE731757-173592,Norrbotten,25
WA80190857,SE705690-136448,Jämtland,23
WA80223126,SE691798-132588,Jämtland,23
WA80240077,SE706530-158941,Västernorrland,22
WA80267988,SE714692-165163,Västerbotten,24
WA80268093,SE673287-148825,Dalarna,20
WA80269496,SE721178-462400,Jämtland,23
WA80272867,SE725898-158212,Västerbotten,24
WA80279739,SE713016-143328,Jämtland,23
WA80286057,SE671028-144219,Dalarna,20
WA80286207,SE704082-148125,Jämtland,23
WA80299686,SE724266-152032,Västerbotten,24
WA80316604,SE642836-154016,Kalmar,08
WA80327391,SE735391-177064,Norrbotten,25
WA80335738,SE720892-144796,Västerbotten,24
WA80335738,SE720892-144796,Jämtland,23
WA80344293,SE671139-137610,Dalarna,20
WA80384021,SE641461-129543,Västra Götaland,14
WA80406886,SE716448-143539,Jämtland,23
WA80410433,SE727583-163472,Norrbotten,25
WA80411390,SE663426-131715,Värmland,17
WA80429998,SE707229-167010,Västerbotten,24
WA80444850,SE672215-147386,Dalarna,20
WA80458682,SE684061-157006,Gävleborg,21
WA80491377,SE750434-172584,Norrbotten,25
WA80495188,SE695990-157190,Västernorrland,22
WA80499178,SE727512-144963,Västerbotten,24
WA80511394,SE633385-130229,Halland,13
WA80524413,SE760832-177460,Norrbotten,25
WA80538042,SE743033-182033,Norrbotten,25
WA80575037,SE763581-169811,Norrbotten,25
WA80627755,SE725625-174410,Norrbotten,25
WA80631172,SE689737-149223,Gävleborg,21
WA80631298,SE726831-153155,Västerbotten,24
WA80667518,SE717191-168460,Västerbotten,24
WA80672140,SE682430-155174,Gävleborg,21
WA80692721,SE736878-154465,Norrbotten,25
WA80695581,SE673043-144161,Dalarna,20
WA80718625,SE705704-156482,Västernorrland,22
WA80720317,SE659260-145573,Örebro,18
WA80732030,SE641863-137912,Jönköping,06
WA80732030,SE641863-137912,Västra Götaland,14
WA80739913,SE663072-164112,Stockholm,01
WA80778526,SE677412-156336,Gävleborg,21
WA80841716,SE705731-164946,Västernorrland,22
WA80842017,SE690956-132067,Jämtland,23
WA80842017,SE690956-132067,Dalarna,20
WA80854103,SE697107-149395,Jämtland,23
WA80855938,SE639427-128332,Västra Götaland,14
WA80856415,SE670986-143596,Dalarna,20
WA80863843,SE638030-140802,Jönköping,06
WA80883815,SE697860-136922,Jämtland,23
WA80944463,SE730632-160158,Norrbotten,25
WA80957405,SE717062-176553,Västerbotten,24
WA80974064,SE718676-146638,Västerbotten,24
WA80985617,SE626085-144795,Kronoberg,07
WA81052821,SE752448-159831,Norrbotten,25
WA81088361,SE682880-147246,Gävleborg,21
WA81095877,SE672202-142207,Dalarna,20
WA81096501,SE639568-136101,Västra Götaland,14
WA81099302,SE714625-166641,Västerbotten,24
WA81107551,SE734483-152577,Norrbotten,25
WA81123414,SE655344-130765,Västra Götaland,14
WA81135186,SE757015-179757,Norrbotten,25
WA81152697,SE708048-145844,Jämtland,23
WA81162296,SE670047-149516,Dalarna,20
WA81169093,SE732382-160919,Norrbotten,25
WA81172707,SE652364-156455,Södermanland,04
WA81189476,SE669926-150327,Dalarna,20
WA81210961,SE709631-164517,Västerbotten,24
WA81214345,SE706097-166229,Västernorrland,22
WA81219379,SE712296-145267,Jämtland,23
WA81224760,SE698002-138045,Jämtland,23
WA81270684,SE733560-178883,Norrbotten,25
WA81278743,SE736965-159745,Norrbotten,25
WA81281983,SE667150-136767,Värmland,17
WA81311963,SE645097-560603,Östergötland,05
WA81329080,SE696424-159664,Västernorrland,22
WA81390445,SE674769-141053,Dalarna,20
WA81391307,SE641151-148634,Kronoberg,07
WA81400814,SE704771-156566,Västernorrland,22
WA81408183,SE685183-140040,Jämtland,23
WA81412962,SE623811-137924,Skåne,12
WA81423132,SE675252-151817,Dalarna,20
WA81426919,SE709719-153042,Jämtland,23
