Vatten_ID,EU_CD,Municipality,Municipality_no
WA49039792,SE658722-149039,Lindesberg,1885
WA49043416,SE759807-669392,Kiruna,2584
WA49046908,SE696981-144668,Berg,2326
WA49047909,SE721404-174495,Skellefteå,2482
WA49056796,SE687261-156836,Nordanstig,2132
WA49057088,SE655762-128863,Bengtsfors,1460
WA49072096,SE722099-146735,Vilhelmina,2462
WA49081232,SE645596-145753,Boxholm,0560
WA49093333,SE732840-151881,Sorsele,2422
WA49093359,SE632980-135583,Gislaved,0662
WA49093359,SE632980-135583,Hylte,1315
WA49093895,SE650618-124668,Tanum,1435
WA49097100,SE674221-156358,Gävle,2180
WA49097100,SE674221-156358,Ockelbo,2101
WA49100971,SE741712-177412,Gällivare,2523
WA49110970,SE754097-155531,Gällivare,2523
WA49112691,SE709921-166814,Bjurholm,2403
WA49113138,SE679964-145144,Orsa,2034
WA49116488,SE634920-150446,Hultsfred,0860
WA49130916,SE713543-151522,Dorotea,2425
WA49131213,SE691543-136171,Härjedalen,2361
WA49135402,SE643462-130128,Alingsås,1489
WA49135764,SE731106-173406,Boden,2582
WA49135764,SE731106-173406,Älvsbyn,2560
WA49138438,SE720350-148554,Vilhelmina,2462
WA49138625,SE703475-142196,Krokom,2309
WA49141165,SE653508-142857,Laxå,1860
WA49143060,SE731732-158158,Arjeplog,2506
WA49155431,SE740593-179204,Överkalix,2513
WA49165677,SE718456-154429,Vilhelmina,2462
WA49185065,SE626587-511838,Tingsryd,0763
WA49190561,SE666582-150131,Norberg,1962
WA49204713,SE704698-143320,Krokom,2309
WA49204893,SE628055-140860,Älmhult,0765
WA49206174,SE661166-470711,Hällefors,1863
WA49226951,SE678962-141479,Mora,2062
WA49229472,SE718564-162500,Lycksele,2481
WA49230013,SE644124-147768,Kinda,0513
WA49230013,SE644124-147768,Linköping,0580
WA49233832,SE687389-147535,Ljusdal,2161
WA49234319,SE707854-145367,Krokom,2309
WA49238050,SE696114-144313,Berg,2326
WA49238050,SE696114-144313,Östersund,2380
WA49242983,SE710822-152062,Strömsund,2313
WA49247159,SE660924-138954,Karlstad,1780
WA49247237,SE661406-141551,Filipstad,1782
WA49248437,SE650785-126209,Munkedal,1430
WA49266522,SE706442-140490,Krokom,2309
WA49267913,SE731023-160402,Arjeplog,2506
WA49268400,SE628549-149093,Emmaboda,0862
WA49268400,SE628549-149093,Nybro,0881
WA49275665,SE643647-132899,Vårgårda,1442
WA49284799,SE737885-182347,Överkalix,2513
WA49296868,SE704223-363632,Åre,2321
WA49306356,SE691872-139476,Härjedalen,2361
WA49311124,SE685805-136636,Älvdalen,2039
WA49311391,SE707004-168955,Nordmaling,2401
WA49319905,SE662141-154681,Enköping,0381
WA49319905,SE662141-154681,Sala,1981
WA49319905,SE662141-154681,Västerås,1980
WA49321844,SE688693-153625,Hudiksvall,2184
WA49322534,SE743742-153266,Arjeplog,2506
WA49324712,SE752318-156866,Gällivare,2523
WA49344446,SE722569-158155,Storuman,2421
WA49345937,SE712527-143453,Krokom,2309
WA49345937,SE712527-143453,Strömsund,2313
WA49349469,SE674697-143255,Mora,2062
WA49361585,SE668106-149207,Säter,2082
WA49369442,SE737483-828034,Överkalix,2513
WA49371972,SE740440-183226,Övertorneå,2518
WA49382361,SE704751-441116,Krokom,2309
WA49383663,SE663193-142613,Hällefors,1863
WA49398604,SE748923-174011,Gällivare,2523
WA49401646,SE623377-130930,Helsingborg,1283
WA49401646,SE623377-130930,Höganäs,1284
WA49402993,SE764951-171212,Kiruna,2584
WA49404923,SE656373-156301,Flen,0482
WA49404923,SE656373-156301,Strängnäs,0486
WA49406159,SE643302-137043,Falköping,1499
WA49409660,SE745322-178243,Pajala,2521
WA49410260,SE713219-172173,Robertsfors,2409
WA49410260,SE713219-172173,Umeå,2480
WA49413426,SE715567-740657,Vindeln,2404
WA49418273,SE717366-149949,Dorotea,2425
WA49428408,SE663389-130348,Eda,1730
WA49435026,SE684907-149056,Ljusdal,2161
WA49440342,SE710089-135866,Åre,2321
WA49440687,SE700544-132899,Åre,2321
WA49445895,SE673769-140905,Mora,2062
WA49448604,SE705076-163963,Örnsköldsvik,2284
WA49459883,SE650894-128175,Färgelanda,1439
WA49463017,SE714411-173755,Robertsfors,2409
WA49463017,SE714411-173755,Skellefteå,2482
WA49467036,SE653788-647444,Södertälje,0181
WA49467036,SE653788-647444,Trosa,0488
WA49475376,SE628768-144425,Tingsryd,0763
WA49475376,SE628768-144425,Växjö,0780
WA49476453,SE732258-162797,Arvidsjaur,2505
WA49481516,SE722246-145110,Vilhelmina,2462
WA49482416,SE710710-173205,Umeå,2480
WA49482530,SE706529-156237,Sollefteå,2283
WA49486577,SE696604-143471,Berg,2326
WA49489853,SE642092-544162,Kinda,0513
WA49501933,SE701677-158784,Sollefteå,2283
WA49507338,SE647863-150484,Linköping,0580
WA49507725,SE734837-184895,Haparanda,2583
WA49527253,SE717748-725557,Skellefteå,2482
WA49530083,SE671654-152726,Hofors,2104
WA49550684,SE689903-132730,Älvdalen,2039
WA49550929,SE653258-147505,Hallsberg,1861
WA49551925,SE658952-146985,Örebro,1880
WA49555332,SE715704-166753,Vindeln,2404
WA49565680,SE629404-132857,Halmstad,1380
WA49568165,SE636468-149244,Hultsfred,0860
WA49576094,SE745978-171574,Gällivare,2523
WA49585157,SE665091-135869,Sunne,1766
WA49598467,SE678448-137028,Malung-Sälen,2023
WA49600416,SE664031-338173,Eda,1730
WA49606610,SE682688-155042,Hudiksvall,2184
WA49607090,SE728193-165344,Arvidsjaur,2505
WA49607278,SE719234-175568,Skellefteå,2482
WA49614294,SE662800-160878,Knivsta,0330
WA49621899,SE706888-581224,Sollefteå,2283
WA49628356,SE694857-463941,Berg,2326
WA49644674,SE619249-133108,Kävlinge,1261
WA49644674,SE619249-133108,Svalöv,1214
WA49650309,SE687222-138870,Härjedalen,2361
